PSMILES,Tg
[*]NCCCCCCCCNC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1,323.15
[*]NCCCCCCCCNC(=O)c1ccc(-c2nc3ccccc3nc2-c2ccc(C([*])=O)cc2)cc1,458.15
[*]NCCCCCCCCNC(=O)c1ccc(C([*])=O)cc1,396.15
[*]NCCCCCCCCNC(=O)c1ccc(C([*])=O)cc1Oc1ccccc1,369.15
[*]NCCCCCCCCNC(=O)c1ccc(C([*])=O)cc1Sc1ccccc1,383.15
[*]NCCCCCCCCNC(=O)c1cccc(C([*])=O)c1,383.15
[*]NCCCCCCCNC(=O)c1ccc(C([*])=O)cc1,433.15
[*]NCCCCCCCNC([*])=O,335.15
[*]NCCCCCCCNC([*])=S,325.15
[*]NCCCCCCNC(=O)C([*])=O,523.15
[*]NCCCCCCNC(=O)NCc1ccc(CNC([*])=O)cc1,345.15
[*]NCCCCCCNC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1,351.15
[*]NCCCCCCNC(=O)Nc1cccc(NC([*])=O)n1,443.15
[*]NCCCCCCNC(=O)Nc1ccccc1CCc1ccc(NC([*])=O)cc1,423.15
[*]NCCCCCCNC(=O)OC(COC([*])=O)c1ccco1,290.15
[*]NCCCCCCNC(=O)OC/C=C/COC([*])=O,234.15
[*]NCCCCCCNC(=O)OCC#CCOC([*])=O,228.15
[*]NCCCCCCNC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC([*])=O,271.15
[*]NCCCCCCNC(=O)OCC(F)(F)C(F)(F)C(F)(F)COC([*])=O,289.15
[*]NCCCCCCNC(=O)OCC(F)(F)C(F)(F)COC([*])=O,282.15
[*]NCCCCCCNC(=O)OCCCCCCCCCCCCCCCCOC([*])=O,312.15
[*]NCCCCCCNC(=O)OCCCCCCCCCCCCOC([*])=O,309.15
[*]NCCCCCCNC(=O)OCCCCCCCCCCOC([*])=O,328.15
[*]NCCCCCCNC(=O)OCCCCCCCCCOC([*])=O,331.15
[*]NCCCCCCNC(=O)OCCCCCCCCOC([*])=O,331.15
[*]NCCCCCCNC(=O)OCCCCCCCOC([*])=O,328.15
[*]NCCCCCCNC(=O)OCCCCCCOC([*])=O,441.15
[*]NCCCCCCNC(=O)OCCCCCOC(=O)c1ccccc1C(=O)O[Ca]OC(=O)c1ccccc1C(=O)OCCCCCOC([*])=O,270.75
[*]NCCCCCCNC(=O)OCCCCCOC(=O)c1ccccc1C(=O)O[Cd]OC(=O)c1ccccc1C(=O)OCCCCCOC([*])=O,266.35
[*]NCCCCCCNC(=O)OCCCCCOC(=O)c1ccccc1C(=O)O[Pb]OC(=O)c1ccccc1C(=O)OCCCCCOC([*])=O,253.95
[*]NCCCCCCNC(=O)OCCCCCOC(=O)c1ccccc1C(=O)O[Zn]OC(=O)c1ccccc1C(=O)OCCCCCOC([*])=O,268.85
[*]NCCCCCCNC(=O)OCCCCCOC([*])=O,306.15
[*]NCCCCCCNC(=O)OCCCCOC([*])=O,306.65
[*]NCCCCCCNC(=O)OCCCOC([*])=O,328.15
[*]NCCCCCCNC(=O)OCCN(CCOC([*])=O)c1ccccc1,305.05
[*]NCCCCCCNC(=O)OCCOC([*])=O,329.15
[*]NCCCCCCNC(=O)OCCOCCOC([*])=O,290.15
[*]NCCCCCCNC(=O)OCCOCCOCCOC([*])=O,266.65
[*]NCCCCCCNC(=O)OCCOCCOCCOCCOC([*])=O,256.15
[*]NCCCCCCNC(=O)OCCOCCOCCOCCOCCOCCOC([*])=O,242.15
[*]NCCCCCCNC(=O)OCCOc1ccc(C2(c3ccc(OCCOC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,334.15
[*]NCCCCCCNC(=O)OCc1ccc(COC([*])=O)o1,306.15
[*]NCCCCCCNC(=O)Oc1ccc(/N=C/C=N/c2ccc(OC([*])=O)cc2)cc1,353.15
[*]NCCCCCCNC(=O)Oc1ccc(/N=C/CCC/C=N/c2ccc(OC([*])=O)cc2)cc1,345.15
[*]NCCCCCCNC(=O)c1c(Cl)c(Cl)c(C([*])=O)c(Cl)c1Cl,555.15
[*]NCCCCCCNC(=O)c1ccc(-c2nc3ccccc3nc2-c2ccc(C([*])=O)cc2)cc1,474.15
[*]NCCCCCCNC(=O)c1ccc(C([*])=O)cc1,405.65
[*]NCCCCCCNC(=O)c1ccc(C([*])=O)cc1Oc1ccc(-c2ccccc2)cc1,385.15
[*]NCCCCCCNC(=O)c1ccc(C([*])=O)cc1Oc1ccc(Br)cc1,389.15
[*]NCCCCCCNC(=O)c1ccc(C([*])=O)cc1Oc1ccc(Cl)cc1,385.15
[*]NCCCCCCNC(=O)c1ccc(C([*])=O)cc1Oc1ccc(F)cc1,386.15
[*]NCCCCCCNC(=O)c1ccc(C([*])=O)cc1Oc1ccccc1,381.15
[*]NCCCCCCNC(=O)c1ccc(C([*])=O)cc1Sc1ccccc1,394.15
[*]NCCCCCCNC(=O)c1ccc(C([*])=O)cn1,353.15
[*]NCCCCCCNC(=O)c1ccc2c(c1)C(=O)N(c1ccc(C([*])=O)cc1)C2=O,498.15
[*]NCCCCCCNC(=O)c1ccccc1-c1ccccc1C([*])=O,395.65
[*]NCCCCCCNC(=O)c1ccccc1C(=O)NNC(=O)c1ccccc1C([*])=O,497.65
[*]NCCCCCCNS(=O)(=O)C(F)(F)C([*])=O,325.15
[*]NCCCCCCNS(=O)(=O)c1cccc(S([*])(=O)=O)c1,340.15
[*]NCCCCCCNc1nc([*])nc(-c2ccccc2)n1,368.15
[*]NCCCCCNC(=O)c1ccc(C([*])=O)cc1,450.15
[*]NCCCCCNC([*])=S,328.15
[*]NCCCCCNS(=O)(=O)c1cccc(S([*])(=O)=O)c1,347.15
[*]NCCCCCc1nc2cc(-c3ccc4[nH]c(CCCCCNc5nc([*])nc(N(CC)CC)n5)nc4c3)ccc2[nH]1,463.15
[*]NCCCCNC(=O)C([*])=O,393.15
[*]NCCCCNC(=O)OCCCCCCOC([*])=O,289.15
[*]NCCCCNC(=O)OCCCCOC([*])=O,280.15
[*]NCCCCNC(=O)c1ccc(C([*])=O)cc1Oc1ccccc1,398.15
[*]NCCCCNC(=O)c1ccc(C([*])=O)cc1Sc1ccccc1,409.15
[*]NCCCCNC(=O)c1ccc(N=Nc2ccc(C([*])=O)cc2)cc1,488.15
[*]NCCCCNC(=O)c1cccc(C([*])=O)c1,414.15
[*]NCCCCNS(=O)(=O)c1cccc(S([*])(=O)=O)c1,355.15
[*]NCCCNC(=O)c1ccc(C([*])=O)cc1,453.15
[*]NCCCNS(=O)(=O)c1cccc(S([*])(=O)=O)c1,365.15
[*]NCCCOC([*])=O,299.15
[*]NCCCOCCCNC(=O)c1ccc(C([*])=O)cc1,345.15
[*]NCCN(CCN1C(=O)c2ccc(C([*])=O)cc2C1=O)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,415.15
[*]NCCN(CCNC(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C([*])=O)cc2)cc1)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,438.15
[*]NCCN(CCNC(=O)c1ccc2c(c1)C(=O)N(c1ccc(C([*])=O)cc1)C2=O)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,451.15
[*]NCCN(CCNC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)cc3)cc1)C2=O)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,497.15
[*]NCCN(CCNC(=O)c1cccc(N2C(=O)c3ccc(C([*])=O)cc3C2=O)c1)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,451.15
[*]NCCNC(=O)c1ccc(C([*])=O)cc1Oc1ccccc1,437.15
[*]NCCNC(=O)c1ccc(C([*])=O)cc1Sc1ccccc1,445.15
[*]NCCNC(=O)c1ccc2c(c1)C(=O)N(c1ccc(C([*])=O)cc1)C2=O,508.15
[*]NCCNS(=O)(=O)c1cccc(S([*])(=O)=O)c1,380.15
[*]NCCOCCOCCNC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1,281.15
[*]NCCOc1ccc(C([*])=O)cc1,423.15
[*]NCCOc1cccc(C([*])=O)c1,379.15
[*]NCCOc1ccccc1C([*])=O,357.15
[*]NCCc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(CCNC(=O)c4cccc(C([*])=O)c4)cc3)c2)cc1,420.15
[*]NCCc1ccc(OC(=O)c2cccc(C([*])=O)c2)cc1,425.15
[*]NCc1ccc(CNC(=O)OC(COC([*])=O)c2ccco2)o1,303.15
[*]NCc1ccc(CNC(=O)OCCCCCCCCCCCCCCCCOC([*])=O)cc1,320.15
[*]NCc1ccc(CNC(=O)OCCCCCCCCCCCCOC([*])=O)cc1,318.15
[*]NCc1ccc(CNC(=O)OCCCCCCCCCCOC([*])=O)cc1,322.15
[*]NCc1ccc(CNC(=O)OCCCCCCOC([*])=O)cc1,329.15
[*]NCc1ccc(CNC(=O)OCc2ccc(COC([*])=O)o2)o1,348.15
[*]NCc1ccc(OC2COC3C(Oc4ccc(CNC(=O)c5ccc(C([*])=O)cc5)cc4)COC23)cc1,395.15
[*]NCc1ccc(OC2COC3C(Oc4ccc(CNC(=O)c5cccc(C([*])=O)c5)cc4)COC23)cc1,356.15
[*]NCc1cccc(CNC(=O)C2=C(C([*])=O)C3C=CC2C3)c1,564.15
[*]NCc1cccc(CNC(=O)c2cccc(C([*])=O)c2)c1,445.15
[*]NCc1cccc(CNC(=O)c2ccccc2-c2ccccc2C([*])=O)c1,432.15
[*]NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(OC(=O)c3cccc(C(=O)Oc4ccc(C([*])=O)cc4)c3)cc2)c(Oc2ccccc2)c1,433.15
[*]NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(OC(=O)c3cccc(C(=O)Oc4ccc(C([*])=O)cc4)c3)cc2)cc1,448.15
[*]NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C([*])=O)cc3)cc2)c2ccccc12,543.15
[*]NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C([*])=O)cc3)cc2)nc1,513.15
[*]NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C([*])=O)cc3)cc2)o1,525.15
[*]NNC(=O)c1ccc(C2(c3ccc(C(=O)NNC(=O)c4ccc(C([*])=O)cc4)cc3)OC(=O)c3ccccc32)cc1,510.15
[*]NNC(=O)c1ccc(Oc2ccc(C([*])=O)cc2)cc1,536.15
[*]NNC(=O)c1cccc(C(=O)NNC(=O)c2ccc(OC(=O)c3cccc(C(=O)Oc4ccc(C([*])=O)cc4)c3)cc2)c1,453.15
[*]NNC(=O)c1ccccc1C(=O)Nc1cccc(C=C2CCC(=Cc3cccc(NC(=O)c4ccccc4C([*])=O)c3)C2=O)c1,475.25
[*]NNC(=O)c1ccccc1C(=O)Nc1cccc(C=C2CCCC(=Cc3cccc(NC(=O)c4ccccc4C([*])=O)c3)C2=O)c1,468.15
[*]NNC(=O)c1cncc(C(=O)NNC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C([*])=O)cc3)cc2)c1,507.15
[*]N[Se]Nc1ccc([*])cc1,328.15
[*]N[Se]Nc1cccc2c([*])cccc12,326.15
[*]N[Se]Nc1cccc2c1C(=O)c1cccc([*])c1C2=O,325.15
[*]Nc1c(-c2ccccc2)cc(-c2ccc(-c3cc(-c4ccccc4)c(NC(=O)c4ccc(C([*])=O)cc4)c(-c4ccccc4)c3)cc2)cc1-c1ccccc1,408.15
[*]Nc1cc(C(F)(F)F)ccc1Oc1cccc2c(Oc3ccc(C(F)(F)F)cc3NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5-c5ccccc5)c(-c5ccccc5)c3)C4=O)cccc12,649.15
[*]Nc1cc(NC(=O)NC2CCC(CC3CCC(NC([*])=O)CC3)CC2)cc(C(=O)Nc2ccc3c(c2)C(=O)c2ccccc2C3=O)c1,421.15
[*]Nc1cc(NC(=O)NC2CCC(CC3CCC(NC([*])=O)CC3)CC2)cc(C(=O)Nc2cccc3c2C(=O)c2ccccc2C3=O)c1,429.15
[*]Nc1cc(NC(=O)Nc2cccc3c(NC([*])=O)cccc23)cc(C(=O)Nc2ccc3c(c2)C(=O)c2ccccc2C3=O)c1,451.15
[*]Nc1cc(NC(=O)Nc2cccc3c(NC([*])=O)cccc23)cc(C(=O)Nc2cccc3c2C(=O)c2ccccc2C3=O)c1,458.15
[*]Nc1cc(NC(=O)c2ccc(-c3ccc(C([*])=O)cc3)cc2)cc(-c2nnc(-c3ccccn3)o2)c1,393.15
[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(-c2nc3ccccc3[nH]2)c1,540.65
[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(-c2nc3ccccc3oc2=O)c1,376.15
[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(-c2nnc(-c3ccccn3)o2)c1,503.15
[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(C(=O)OC(c2ccccc2)c2ccccc2)c1,490.15
[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(C(=O)Oc2ccc(-c3ccccc3)cc2)c1,451.15
[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(C(=O)Oc2cccc3ccccc23)c1,465.15
[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(C(=O)Oc2ccccc2)c1,473.15
[*]Nc1cc(NC(=O)c2ccc(OCCOCCOCCOCCOCCOCCOc3ccc(C([*])=O)cc3)cc2)cc(-c2nc3ccccc3[nH]2)c1,398.15
[*]Nc1cc(NC(=O)c2ccc(OCCOCCOCCOCCOCCOc3ccc(C([*])=O)cc3)cc2)cc(-c2nc3ccccc3[nH]2)c1,418.15
[*]Nc1cc(NC(=O)c2ccc(OCCOCCOCCOCCOc3ccc(C([*])=O)cc3)cc2)cc(-c2nc3ccccc3[nH]2)c1,436.15
[*]Nc1cc(NC(=O)c2ccc(OCCOCCOCCOc3ccc(C([*])=O)cc3)cc2)cc(-c2nc3ccccc3[nH]2)c1,438.15
[*]Nc1cc(NC(=O)c2ccc(OCCOCCOc3ccc(C([*])=O)cc3)cc2)cc(-c2nc3ccccc3[nH]2)c1,503.15
[*]Nc1cc(NC(=O)c2ccc(OCCOc3ccc(C([*])=O)cc3)cc2)cc(-c2nc3ccccc3[nH]2)c1,548.15
[*]Nc1cc(NC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)cc(-c2nc3ccccc3[nH]2)c1,608.15
[*]Nc1cc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(C([*])=O)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)cc(-c2nc3ccccc3[nH]2)c1,607.15
[*]Nc1cc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc(C([*])=O)ccc6[nH]5)c4)nc3c2)cc(-c2nc3ccccc3[nH]2)c1,588.15
[*]Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5o4)cc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,644.15
[*]Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5s4)cc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,641.15
[*]Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nnc(-c5ccccn5)o4)cc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)c2)C3=O)cc(-c2nnc(-c3ccccn3)o2)c1,437.15
[*]Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,634.15
[*]Nc1cc(NC(=O)c2cccc(C([*])=O)c2)cc(-c2nnc(-c3ccccn3)o2)c1,428.15
[*]Nc1cc(NC(=O)c2cccc(C([*])=O)n2)cc(-c2nnc(-c3ccccn3)o2)c1,528.15
[*]Nc1cc(NC(=O)c2ccccc2C([*])=O)cc(-c2nnc(-c3ccccn3)o2)c1,363.15
[*]Nc1cc(NC(=O)c2cncc(C([*])=O)c2)cc(-c2nnc(-c3ccccn3)o2)c1,458.15
[*]Nc1ccc(-c2c(-c3ccc(-c4ccccc4)cc3)cc(-c3ccc(-c4cc(-c5ccc(-c6ccccc6)cc5)c(-c5ccc(NC(=O)c6ccc(C([*])=O)cc6)cc5)c(-c5ccc(-c6ccccc6)cc5)c4)cc3)cc2-c2ccc(-c3ccccc3)cc2)cc1,578.15
[*]Nc1ccc(-c2c(-c3ccc(-c4ccccc4)cc3)cc(-c3ccc(OCCCCCCCCCCOc4ccc(-c5cc(-c6ccc(-c7ccccc7)cc6)c(-c6ccc(NC(=O)c7ccc(C([*])=O)cc7)cc6)c(-c6ccc(-c7ccccc7)cc6)c5)cc4)cc3)cc2-c2ccc(-c3ccccc3)cc2)cc1,384.15
[*]Nc1ccc(-c2c(-c3ccc(-c4ccccc4)cc3)cc(-c3ccc(OCCCCCCOc4ccc(-c5cc(-c6ccc(-c7ccccc7)cc6)c(-c6ccc(NC(=O)c7ccc(C([*])=O)cc7)cc6)c(-c6ccc(-c7ccccc7)cc6)c5)cc4)cc3)cc2-c2ccc(-c3ccccc3)cc2)cc1,394.65
[*]Nc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(-c5ccc(NC(=O)c6ccc(C([*])=O)cc6)cc5)c(-c5ccccc5)c4)cc3)cc2-c2ccccc2)cc1,563.15
[*]Nc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(OCCCCCCCCCCOc4ccc(-c5cc(-c6ccccc6)c(-c6ccc(NC(=O)c7ccc(C([*])=O)cc7)cc6)c(-c6ccccc6)c5)cc4)cc3)cc2-c2ccccc2)cc1,389.15
[*]Nc1ccc(-c2c(-c3ccccc3)cc(-c3ccc(OCCCCCCOc4ccc(-c5cc(-c6ccccc6)c(-c6ccc(NC(=O)c7ccc(C([*])=O)cc7)cc6)c(-c6ccccc6)c5)cc4)cc3)cc2-c2ccccc2)cc1,400.15
[*]Nc1ccc(-c2cc(-c3ccc(-c4ccccc4)cc3)cc(-c3ccc(NC(=O)Nc4ccc5c(c4)C(=O)N(c4ccc(-c6cc(-c7ccc(-c8ccccc8)cc7)cc(-c7ccc(N8C(=O)c9ccc(NC([*])=O)cc9C8=O)cc7)n6)cc4)C5=O)cc3)n2)cc1,545.15
[*]Nc1ccc(-c2cc(-c3ccc(-c4ccccc4)cc3)cc(-c3ccc(NC(=O)Nc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc7ccccc7c6-c6c(Oc7ccc(N8C(=O)c9ccc(NC([*])=O)cc9C8=O)cc7)ccc7ccccc67)cc4)C5=O)cc3)n2)cc1,575.15
[*]Nc1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc7c(N8C(=O)c9ccc(C([*])=O)cc9C8=O)cccc67)cc4)C5=O)cc3)n2)cc1,568.15
[*]Nc1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4cccc(P(=O)(c6ccccc6)c6cccc(N7C(=O)c8ccc(C([*])=O)cc8C7=O)c6)c4)C5=O)cc3)n2)cc1,531.15
[*]Nc1ccc(-c2cc(Br)ccc2NC(=O)c2ccc(C([*])=O)cc2)cc1,558.15
[*]Nc1ccc(-c2cc(Br)ccc2NC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)cc1,522.15
[*]Nc1ccc(-c2cc(Br)ccc2NC(=O)c2ccc(S(=O)(=O)c3ccc(C([*])=O)cc3)cc2)cc1,561.15
[*]Nc1ccc(-c2cc(Br)ccc2NC(=O)c2cccc(C([*])=O)c2)cc1,526.15
[*]Nc1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(-c7ccc(NC(=O)c8cccc(C([*])=O)c8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,500.15
[*]Nc1ccc(-c2ccc(N3C(=O)CC(N4C(=O)c5ccc(C([*])=O)cc5C4=O)C3=O)cc2)cc1,492.15
[*]Nc1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(NC(=O)c8cccc(C([*])=O)c8)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,503.15
[*]Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(NC(=O)c8cccc(C([*])=O)c8)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,511.15
[*]Nc1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(NC(=O)c8cccc(C([*])=O)c8)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,506.15
[*]Nc1ccc(-c2ccc(NC(=O)c3cc(C([*])=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,592.15
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,613.15
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc(Oc4ccc(C(c5ccc(Oc6ccc(C([*])=O)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2C(F)(F)F)c(C(F)(F)F)c1,513.15
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,588.15
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5-c5ccccc5)c(-c5ccccc5)c3)C4=O)cc2)cc1,631.15
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc6c(N7C(=O)c8ccc(C([*])=O)cc8C7=O)cccc56)cc3)C4=O)cc2)cc1,574.15
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,643.15
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)c5)c3)C4=O)cc2)cc1,526.15
[*]Nc1ccc(-c2ccc(NC(=O)c3cccc(C([*])=O)c3)c(O)c2)cc1O,659.15
[*]Nc1ccc(-c2ccc(NC(=O)c3cccc(C([*])=O)c3)c(S)c2)cc1S,668.15
[*]Nc1ccc(-c2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)cc1,567.15
[*]Nc1ccc(-c2ccc(NC(=O)c3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cccc(C([*])=O)c6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)cc2)cc1,597.15
[*]Nc1ccc(-c2ccc(NC(=O)c3cccc(Oc4nc(Oc5cccc(C([*])=O)c5)nc(Sc5ccccc5)n4)c3)cc2)cc1,552.15
[*]Nc1ccc(-c2ccc(Nc3ccc4c(c3)c3cc([*])ccc3n4CC(CC)CCCC)cc2)cc1,504.15
[*]Nc1ccc(-c2ccccc2NC(=O)c2ccc(C([*])=O)cc2)cc1,548.15
[*]Nc1ccc(-c2ccccc2NC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)cc1,524.15
[*]Nc1ccc(-c2ccccc2NC(=O)c2ccc(S(=O)(=O)c3ccc(C([*])=O)cc3)cc2)cc1,557.15
[*]Nc1ccc(-c2ccccc2NC(=O)c2cccc(C([*])=O)c2)cc1,521.15
[*]Nc1ccc(-c2nc(-c3ccc(-c4nc(-c5ccc([N+](=O)[O-])cc5)c(-c5ccc([N+](=O)[O-])cc5)[nH]4)cc3)[nH]c2-c2ccc(NC3CC(=O)N(c4ccc(-c5sc(-c6ccc(N7C(=O)CC([*])C7=O)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4)C3=O)cc2)cc1,425.15
[*]Nc1ccc(-c2nc(-c3ccc(/C=C/c4ccc([N+](=O)[O-])cc4)cc3)[nH]c2-c2ccc(NC3CC(=O)N(c4ccc(Cc5ccc(N6C(=O)CC([*])C6=O)cc5)cc4)C3=O)cc2)cc1,523.15
[*]Nc1ccc(-c2nc(-c3ccc(/C=C/c4ccc([N+](=O)[O-])cc4)s3)[nH]c2-c2ccc(NC3CC(=O)N(c4ccc(-c5sc(-c6ccc(N7C(=O)CC([*])C7=O)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4)C3=O)cc2)cc1,577.15
[*]Nc1ccc(-c2nc(-c3ccc(/N=N/c4ccc([N+](=O)[O-])cc4)cc3)[nH]c2-c2ccc(NC3CC(=O)N(c4ccc(Cc5ccc(N6C(=O)CC([*])C6=O)cc5)cc4)C3=O)cc2)cc1,531.15
[*]Nc1ccc(-c2nc3cc(-c4ccc5[nH]c(-c6ccc(Nc7nc([*])nc(N(c8ccccc8)c8ccccc8)n7)cc6)nc5c4)ccc3[nH]2)cc1,602.15
[*]Nc1ccc(-c2nc3cc(NC(=O)c4ccc(OCCOCCOCCOCCOCCOc5ccc(C([*])=O)cc5)cc4)ccc3[nH]2)cc1,398.15
[*]Nc1ccc(-c2nc3cc(NC(=O)c4ccc(OCCOCCOCCOCCOc5ccc(C([*])=O)cc5)cc4)ccc3[nH]2)cc1,413.15
[*]Nc1ccc(-c2nc3cc(NC(=O)c4ccc(OCCOCCOCCOc5ccc(C([*])=O)cc5)cc4)ccc3[nH]2)cc1,428.15
[*]Nc1ccc(-c2nc3cc(NC(=O)c4ccc(OCCOCCOc5ccc(C([*])=O)cc5)cc4)ccc3[nH]2)cc1,448.15
[*]Nc1ccc(-c2nc3cc(NC(=O)c4ccc(OCCOc5ccc(C([*])=O)cc5)cc4)ccc3[nH]2)cc1,498.15
[*]Nc1ccc(-c2nnc(-c3cc(C([*])=O)cc(N4C(=O)c5ccccc5C4=O)c3)o2)cc1,597.15
[*]Nc1ccc(-c2nnc(-c3ccc(C([*])=O)c(Oc4ccccc4)c3)o2)cc1,508.15
[*]Nc1ccc(-c2nnc(-c3ccc(NC(=O)c4cc(C([*])=O)cc(N5C(=O)c6ccccc6C5=O)c4)cc3)o2)cc1,600.15
[*]Nc1ccc(-c2nnc(-c3ccc(NC(=O)c4ccc(C([*])=O)cc4Oc4ccccc4)cc3)o2)cc1,545.15
[*]Nc1ccc(-c2sc(-c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6sc(-c7ccc(N8C(=O)c9ccc(C([*])=O)cc9C8=O)cc7)c(-c7ccccc7)c6-c6ccccc6)cc4)C5=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,611.15
